Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Guangxi,China,23.8298,108.7881,4/15/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/15/2020,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/15/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/15/2020,327,6,0,321,Western Pacific
Heilongjiang,China,47.862,127.7615,4/15/2020,841,13,470,358,Western Pacific
Henan,China,37.8957,114.9042,4/15/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/15/2020,1017,4,459,554,Western Pacific
Hubei,China,30.9756,112.2707,4/15/2020,67803,3222,64402,179,Western Pacific
Hunan,China,27.6104,111.7088,4/15/2020,1019,4,1014,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/15/2020,190,1,94,95,Western Pacific
Jiangsu,China,32.9711,119.455,4/15/2020,653,0,642,11,Western Pacific
Jiangxi,China,27.614,115.7221,4/15/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/15/2020,102,1,96,5,Western Pacific
Liaoning,China,41.2956,122.6085,4/15/2020,145,2,138,5,Western Pacific
Macau,China,22.1667,113.55,4/15/2020,45,0,16,29,Western Pacific
Ningxia,China,37.2692,106.1655,4/15/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/15/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/15/2020,256,3,251,2,Western Pacific
Shandong,China,36.3427,118.1498,4/15/2020,784,7,761,16,Western Pacific
Shanghai,China,31.202,121.4491,4/15/2020,622,7,485,130,Western Pacific
Shanxi,China,37.5777,112.2922,4/15/2020,186,0,135,51,Western Pacific
Sichuan,China,30.6171,102.7103,4/15/2020,560,3,550,7,Western Pacific
Tianjin,China,39.3054,117.323,4/15/2020,185,3,171,11,Western Pacific
Tibet,China,31.6927,88.0924,4/15/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/15/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/15/2020,184,2,176,6,Western Pacific
Zhejiang,China,29.1832,120.0934,4/15/2020,1268,1,1244,23,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,4/15/2020,184,0,166,18,Europe
Greenland,Greenland,71.7069,-42.6043,4/15/2020,11,0,11,0,Europe
French Guiana,France,3.9339,-53.1258,4/15/2020,86,0,51,35,Europe
French Polynesia,France,-17.6797,149.4068,4/15/2020,55,0,0,55,Europe
Guadeloupe,France,16.265,-61.551,4/15/2020,145,8,67,70,Europe
Mayotte,France,-12.8275,45.166244,4/15/2020,217,3,69,145,Europe
New Caledonia,France,-20.904305,165.618042,4/15/2020,18,0,1,17,Europe
Reunion,France,-21.1151,55.5364,4/15/2020,391,0,237,154,Europe
Saint Barthelemy,France,17.9,-62.8333,4/15/2020,6,0,4,2,Europe
St Martin,France,18.0708,-63.0501,4/15/2020,35,2,13,20,Europe
Martinique,France,14.6415,-61.0242,4/15/2020,158,8,73,77,Europe
Aruba,Netherlands,12.5211,-69.9683,4/15/2020,93,1,39,53,Europe
Curacao,Netherlands,12.1696,-68.99,4/15/2020,14,1,10,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/15/2020,53,9,5,39,Europe
Bermuda,United Kingdom,32.3078,-64.7505,4/15/2020,81,5,33,43,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/15/2020,54,1,6,47,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/15/2020,447,15,69,363,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/15/2020,131,0,104,27,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/15/2020,256,4,151,101,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/15/2020,11,0,1,10,Europe
Northwest Territories,Canada,64.8255,-124.8457,4/15/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,4/15/2020,8,0,0,8,Americas
Anguilla,United Kingdom,18.2206,-63.0686,4/15/2020,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/15/2020,3,0,2,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/15/2020,10,1,0,9,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/15/2020,11,0,1,10,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/15/2020,1,0,0,1,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/16/2020,103,3,82,18,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/16/2020,2897,25,4,2868,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/16/2020,28,0,6,22,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/16/2020,1001,5,442,554,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/16/2020,433,4,279,150,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/16/2020,169,6,67,96,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/16/2020,1299,14,1137,148,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/16/2020,532,6,338,188,Western Pacific
Alberta,Canada,53.9333,-116.5765,4/16/2020,1996,48,0,1948,Americas
British Columbia,Canada,53.7267,-127.6476,4/16/2020,1561,75,0,1486,Americas
Manitoba,Canada,53.7609,-98.8139,4/16/2020,250,5,0,245,Americas
New Brunswick,Canada,46.5653,-66.4619,4/16/2020,117,0,0,117,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/16/2020,252,3,0,249,Americas
Nova Scotia,Canada,44.682,-63.7443,4/16/2020,579,3,0,576,Americas
Ontario,Canada,51.2538,-85.3232,4/16/2020,9840,490,0,9350,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/16/2020,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,4/16/2020,15857,630,0,15227,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/16/2020,305,4,0,301,Americas
Anhui,China,31.8257,117.2264,4/16/2020,991,6,984,1,Western Pacific
Beijing,China,40.1824,116.4142,4/16/2020,593,8,503,82,Western Pacific
Chongqing,China,30.0572,107.874,4/16/2020,579,6,570,3,Western Pacific
Fujian,China,26.0789,117.9874,4/16/2020,353,1,333,19,Western Pacific
Gansu,China,35.7518,104.2861,4/16/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,4/16/2020,1571,8,1471,92,Western Pacific
Guangxi,China,23.8298,108.7881,4/16/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/16/2020,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/16/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/16/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,4/16/2020,861,13,471,377,Western Pacific
Henan,China,37.8957,114.9042,4/16/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/16/2020,1017,4,485,528,Western Pacific
Hubei,China,30.9756,112.2707,4/16/2020,67803,3222,64435,146,Western Pacific
Hunan,China,27.6104,111.7088,4/16/2020,1019,4,1014,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/16/2020,193,1,94,98,Western Pacific
Jiangsu,China,32.9711,119.455,4/16/2020,653,0,642,11,Western Pacific
Jiangxi,China,27.614,115.7221,4/16/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/16/2020,102,1,96,5,Western Pacific
Liaoning,China,41.2956,122.6085,4/16/2020,145,2,140,3,Western Pacific
Macau,China,22.1667,113.55,4/16/2020,45,0,16,29,Western Pacific
Ningxia,China,37.2692,106.1655,4/16/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/16/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/16/2020,256,3,251,2,Western Pacific
Shandong,China,36.3427,118.1498,4/16/2020,784,7,761,16,Western Pacific
Shanghai,China,31.202,121.4491,4/16/2020,628,7,489,132,Western Pacific
Shanxi,China,37.5777,112.2922,4/16/2020,194,0,135,59,Western Pacific
Sichuan,China,30.6171,102.7103,4/16/2020,560,3,552,5,Western Pacific
Tianjin,China,39.3054,117.323,4/16/2020,186,3,172,11,Western Pacific
Tibet,China,31.6927,88.0924,4/16/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/16/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/16/2020,184,2,176,6,Western Pacific
Zhejiang,China,29.1832,120.0934,4/16/2020,1268,1,1244,23,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,4/16/2020,184,0,169,15,Europe
Greenland,Greenland,71.7069,-42.6043,4/16/2020,11,0,11,0,Europe
French Guiana,France,3.9339,-53.1258,4/16/2020,86,0,51,35,Europe
French Polynesia,France,-17.6797,149.4068,4/16/2020,55,0,0,55,Europe
Guadeloupe,France,16.265,-61.551,4/16/2020,145,8,67,70,Europe
Mayotte,France,-12.8275,45.166244,4/16/2020,233,3,69,161,Europe
New Caledonia,France,-20.904305,165.618042,4/16/2020,18,0,1,17,Europe
Reunion,France,-21.1151,55.5364,4/16/2020,394,0,237,157,Europe
Saint Barthelemy,France,17.9,-62.8333,4/16/2020,6,0,4,2,Europe
St Martin,France,18.0708,-63.0501,4/16/2020,35,2,13,20,Europe
Martinique,France,14.6415,-61.0242,4/16/2020,158,8,73,77,Europe
Aruba,Netherlands,12.5211,-69.9683,4/16/2020,95,2,39,54,Europe
Curacao,Netherlands,12.1696,-68.99,4/16/2020,14,1,10,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/16/2020,57,9,12,36,Europe
Bermuda,United Kingdom,32.3078,-64.7505,4/16/2020,81,5,33,43,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/16/2020,60,1,6,53,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/16/2020,457,19,73,365,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/16/2020,131,0,104,27,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/16/2020,284,4,154,126,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/16/2020,11,0,1,10,Europe
Northwest Territories,Canada,64.8255,-124.8457,4/16/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,4/16/2020,8,0,0,8,Americas
Anguilla,United Kingdom,18.2206,-63.0686,4/16/2020,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/16/2020,3,0,2,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/16/2020,11,1,0,10,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/16/2020,11,0,1,10,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/16/2020,1,0,0,1,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/17/2020,103,3,81,19,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/17/2020,2926,26,1379,1521,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/17/2020,28,0,9,19,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/17/2020,1007,5,442,560,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/17/2020,435,4,331,100,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/17/2020,180,7,67,106,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/17/2020,1302,14,1159,129,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/17/2020,541,7,340,194,Western Pacific
Alberta,Canada,53.9333,-116.5765,4/17/2020,2397,50,0,2347,Americas
British Columbia,Canada,53.7267,-127.6476,4/17/2020,1575,77,0,1498,Americas
Manitoba,Canada,53.7609,-98.8139,4/17/2020,250,5,0,245,Americas
New Brunswick,Canada,46.5653,-66.4619,4/17/2020,117,0,0,117,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/17/2020,256,3,0,253,Americas
Nova Scotia,Canada,44.682,-63.7443,4/17/2020,606,4,0,602,Americas
Ontario,Canada,51.2538,-85.3232,4/17/2020,10456,524,0,9932,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/17/2020,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,4/17/2020,16798,688,0,16110,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/17/2020,307,4,0,303,Americas
Anhui,China,31.8257,117.2264,4/17/2020,991,6,984,1,Western Pacific
Beijing,China,40.1824,116.4142,4/17/2020,593,8,509,76,Western Pacific
Chongqing,China,30.0572,107.874,4/17/2020,579,6,570,3,Western Pacific
Fujian,China,26.0789,117.9874,4/17/2020,354,1,334,19,Western Pacific
Gansu,China,35.7518,104.2861,4/17/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,4/17/2020,1577,8,1475,94,Western Pacific
Guangxi,China,23.8298,108.7881,4/17/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/17/2020,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/17/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/17/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,4/17/2020,872,13,471,388,Western Pacific
Henan,China,37.8957,114.9042,4/17/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/17/2020,1021,4,533,484,Western Pacific
Hubei,China,30.9756,112.2707,4/17/2020,68128,4512,63487,129,Western Pacific
Hunan,China,27.6104,111.7088,4/17/2020,1019,4,1014,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/17/2020,193,1,103,89,Western Pacific
Jiangsu,China,32.9711,119.455,4/17/2020,653,0,643,10,Western Pacific
Jiangxi,China,27.614,115.7221,4/17/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/17/2020,102,1,97,4,Western Pacific
Liaoning,China,41.2956,122.6085,4/17/2020,146,2,140,4,Western Pacific
Macau,China,22.1667,113.55,4/17/2020,45,0,16,29,Western Pacific
Ningxia,China,37.2692,106.1655,4/17/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/17/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/17/2020,256,3,252,1,Western Pacific
Shandong,China,36.3427,118.1498,4/17/2020,787,7,761,19,Western Pacific
Shanghai,China,31.202,121.4491,4/17/2020,628,7,512,109,Western Pacific
Shanxi,China,37.5777,112.2922,4/17/2020,197,0,135,62,Western Pacific
Sichuan,China,30.6171,102.7103,4/17/2020,560,3,552,5,Western Pacific
Tianjin,China,39.3054,117.323,4/17/2020,189,3,173,13,Western Pacific
Tibet,China,31.6927,88.0924,4/17/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/17/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/17/2020,184,2,177,5,Western Pacific
Zhejiang,China,29.1832,120.0934,4/17/2020,1268,1,1246,21,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,4/17/2020,184,0,171,13,Europe
Greenland,Greenland,71.7069,-42.6043,4/17/2020,11,0,11,0,Europe
French Guiana,France,3.9339,-53.1258,4/17/2020,96,0,61,35,Europe
French Polynesia,France,-17.6797,149.4068,4/17/2020,55,0,0,55,Europe
Guadeloupe,France,16.265,-61.551,4/17/2020,145,8,67,70,Europe
Mayotte,France,-12.8275,45.166244,4/17/2020,245,4,117,124,Europe
New Caledonia,France,-20.904305,165.618042,4/17/2020,18,0,14,4,Europe
Reunion,France,-21.1151,55.5364,4/17/2020,402,0,237,165,Europe
Saint Barthelemy,France,17.9,-62.8333,4/17/2020,6,0,4,2,Europe
St Martin,France,18.0708,-63.0501,4/17/2020,35,2,13,20,Europe
Martinique,France,14.6415,-61.0242,4/17/2020,158,8,73,77,Europe
Aruba,Netherlands,12.5211,-69.9683,4/17/2020,96,2,43,51,Europe
Curacao,Netherlands,12.1696,-68.99,4/17/2020,14,1,10,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/17/2020,57,9,12,36,Europe
Bermuda,United Kingdom,32.3078,-64.7505,4/17/2020,83,5,35,43,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/17/2020,61,1,7,53,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/17/2020,470,20,73,377,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/17/2020,132,0,105,27,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/17/2020,291,4,169,118,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/17/2020,11,0,1,10,Europe
Northwest Territories,Canada,64.8255,-124.8457,4/17/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,4/17/2020,8,0,0,8,Americas
Anguilla,United Kingdom,18.2206,-63.0686,4/17/2020,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/17/2020,4,0,2,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/17/2020,11,1,0,10,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/17/2020,11,0,1,10,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/17/2020,1,0,0,1,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/18/2020,103,3,88,12,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/18/2020,2936,26,1379,1531,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/18/2020,28,0,9,19,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/18/2020,1015,6,738,271,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/18/2020,435,4,331,100,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/18/2020,188,7,67,114,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/18/2020,1319,14,1172,133,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/18/2020,544,7,340,197,Western Pacific
Alberta,Canada,53.9333,-116.5765,4/18/2020,2562,51,0,2511,Americas
British Columbia,Canada,53.7267,-127.6476,4/18/2020,1618,78,0,1540,Americas
Manitoba,Canada,53.7609,-98.8139,4/18/2020,253,5,0,248,Americas
New Brunswick,Canada,46.5653,-66.4619,4/18/2020,117,0,0,117,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/18/2020,257,3,0,254,Americas
Nova Scotia,Canada,44.682,-63.7443,4/18/2020,649,7,0,642,Americas
Ontario,Canada,51.2538,-85.3232,4/18/2020,11013,564,0,10449,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/18/2020,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,4/18/2020,17521,688,0,16833,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/18/2020,313,4,0,309,Americas
Anhui,China,31.8257,117.2264,4/18/2020,991,6,984,1,Western Pacific
Beijing,China,40.1824,116.4142,4/18/2020,593,8,509,76,Western Pacific
Chongqing,China,30.0572,107.874,4/18/2020,579,6,570,3,Western Pacific
Fujian,China,26.0789,117.9874,4/18/2020,355,1,336,18,Western Pacific
Gansu,China,35.7518,104.2861,4/18/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,4/18/2020,1579,8,1482,89,Western Pacific
Guangxi,China,23.8298,108.7881,4/18/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/18/2020,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/18/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/18/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,4/18/2020,892,13,472,407,Western Pacific
Henan,China,37.8957,114.9042,4/18/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/18/2020,1024,4,568,452,Western Pacific
Hubei,China,30.9756,112.2707,4/18/2020,68128,4512,63494,122,Western Pacific
Hunan,China,27.6104,111.7088,4/18/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/18/2020,193,1,104,88,Western Pacific
Jiangsu,China,32.9711,119.455,4/18/2020,653,0,643,10,Western Pacific
Jiangxi,China,27.614,115.7221,4/18/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/18/2020,102,1,97,4,Western Pacific
Liaoning,China,41.2956,122.6085,4/18/2020,146,2,142,2,Western Pacific
Macau,China,22.1667,113.55,4/18/2020,45,0,17,28,Western Pacific
Ningxia,China,37.2692,106.1655,4/18/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/18/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/18/2020,256,3,252,1,Western Pacific
Shandong,China,36.3427,118.1498,4/18/2020,787,7,765,15,Western Pacific
Shanghai,China,31.202,121.4491,4/18/2020,628,7,512,109,Western Pacific
Shanxi,China,37.5777,112.2922,4/18/2020,197,0,135,62,Western Pacific
Sichuan,China,30.6171,102.7103,4/18/2020,561,3,553,5,Western Pacific
Tianjin,China,39.3054,117.323,4/18/2020,189,3,173,13,Western Pacific
Tibet,China,31.6927,88.0924,4/18/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/18/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/18/2020,184,2,177,5,Western Pacific
Zhejiang,China,29.1832,120.0934,4/18/2020,1268,1,1246,21,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,4/18/2020,184,0,173,11,Europe
Greenland,Greenland,71.7069,-42.6043,4/18/2020,11,0,11,0,Europe
French Guiana,France,3.9339,-53.1258,4/18/2020,96,0,64,32,Europe
French Polynesia,France,-17.6797,149.4068,4/18/2020,55,0,2,53,Europe
Guadeloupe,France,16.265,-61.551,4/18/2020,148,8,73,67,Europe
Mayotte,France,-12.8275,45.166244,4/18/2020,254,4,117,133,Europe
New Caledonia,France,-20.904305,165.618042,4/18/2020,18,0,14,4,Europe
Reunion,France,-21.1151,55.5364,4/18/2020,407,0,237,170,Europe
Saint Barthelemy,France,17.9,-62.8333,4/18/2020,6,0,5,1,Europe
St Martin,France,18.0708,-63.0501,4/18/2020,37,2,19,16,Europe
Martinique,France,14.6415,-61.0242,4/18/2020,158,8,73,77,Europe
Aruba,Netherlands,12.5211,-69.9683,4/18/2020,96,2,44,50,Europe
Curacao,Netherlands,12.1696,-68.99,4/18/2020,14,1,11,2,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/18/2020,64,9,12,43,Europe
Bermuda,United Kingdom,32.3078,-64.7505,4/18/2020,83,5,35,43,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/18/2020,61,1,7,53,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/18/2020,484,21,73,390,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/18/2020,132,0,111,21,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/18/2020,297,6,180,111,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/18/2020,11,0,2,9,Europe
Northwest Territories,Canada,64.8255,-124.8457,4/18/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,4/18/2020,9,0,0,9,Americas
Anguilla,United Kingdom,18.2206,-63.0686,4/18/2020,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/18/2020,4,0,2,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/18/2020,11,1,0,10,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/18/2020,11,0,3,8,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/18/2020,1,0,0,1,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/19/2020,103,3,88,12,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/19/2020,2957,26,1379,1552,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/19/2020,28,0,9,19,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/19/2020,1019,6,738,275,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/19/2020,435,4,331,100,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/19/2020,195,7,67,121,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/19/2020,1328,14,1172,142,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/19/2020,545,7,340,198,Western Pacific
Alberta,Canada,53.9333,-116.5765,4/19/2020,2803,51,0,2752,Americas
British Columbia,Canada,53.7267,-127.6476,4/19/2020,1647,81,0,1566,Americas
Manitoba,Canada,53.7609,-98.8139,4/19/2020,254,5,0,249,Americas
New Brunswick,Canada,46.5653,-66.4619,4/19/2020,118,0,0,118,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/19/2020,257,3,0,254,Americas
Nova Scotia,Canada,44.682,-63.7443,4/19/2020,675,9,0,666,Americas
Ontario,Canada,51.2538,-85.3232,4/19/2020,11561,591,0,10970,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/19/2020,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,4/19/2020,17950,820,0,17130,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/19/2020,315,4,0,311,Americas
Anhui,China,31.8257,117.2264,4/19/2020,991,6,984,1,Western Pacific
Beijing,China,40.1824,116.4142,4/19/2020,593,8,510,75,Western Pacific
Chongqing,China,30.0572,107.874,4/19/2020,579,6,570,3,Western Pacific
Fujian,China,26.0789,117.9874,4/19/2020,355,1,339,15,Western Pacific
Gansu,China,35.7518,104.2861,4/19/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,4/19/2020,1580,8,1490,82,Western Pacific
Guangxi,China,23.8298,108.7881,4/19/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/19/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,4/19/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/19/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,4/19/2020,898,13,472,413,Western Pacific
Henan,China,37.8957,114.9042,4/19/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/19/2020,1025,4,602,419,Western Pacific
Hubei,China,30.9756,112.2707,4/19/2020,68128,4512,63507,109,Western Pacific
Hunan,China,27.6104,111.7088,4/19/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/19/2020,193,1,104,88,Western Pacific
Jiangsu,China,32.9711,119.455,4/19/2020,653,0,643,10,Western Pacific
Jiangxi,China,27.614,115.7221,4/19/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/19/2020,104,1,97,6,Western Pacific
Liaoning,China,41.2956,122.6085,4/19/2020,146,2,142,2,Western Pacific
Macau,China,22.1667,113.55,4/19/2020,45,0,20,25,Western Pacific
Ningxia,China,37.2692,106.1655,4/19/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/19/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/19/2020,256,3,252,1,Western Pacific
Shandong,China,36.3427,118.1498,4/19/2020,787,7,765,15,Western Pacific
Shanghai,China,31.202,121.4491,4/19/2020,635,7,521,107,Western Pacific
Shanxi,China,37.5777,112.2922,4/19/2020,197,0,135,62,Western Pacific
Sichuan,China,30.6171,102.7103,4/19/2020,561,3,554,4,Western Pacific
Tianjin,China,39.3054,117.323,4/19/2020,189,3,174,12,Western Pacific
Tibet,China,31.6927,88.0924,4/19/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/19/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/19/2020,184,2,178,4,Western Pacific
Zhejiang,China,29.1832,120.0934,4/19/2020,1268,1,1247,20,Western Pacific
